index	title	freq	cl_agl-20	cl_agl-50	cn_agl-20	cn_agl-50
1329	9. [**hospital9 9**]	38	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
1330	npo. p	38	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1331	pt	38	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1332	admission	38	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1333	#9 nut	38	11	23	fen | #9 fen | 9. fen [79,977]	fen | #9 fen | 9. fen [77,851]
1334	metab	38	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1335	skin/incisions	38	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1336	9. [**month/year (9) **]	38	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
1337	evening. p	38	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1338	maintained.a	38	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1339	stool this shift. a	38	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1340	surgery	38	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1341	*gu	38	5	25	gi | gu | endo [383,721]	gu | renal | g.u. [122,152]
1342	*id	38	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1343	aware. a	38	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1344	hd	38	5	25	gi | gu | endo [383,721]	gu | renal | g.u. [122,152]
1345	lab/endo	37	5	12	gi | gu | endo [383,721]	endo | heme | labs [88,310]
1346	todays events	37	8	6	o | events | d [133,786]	o | events | d [123,792]
1347	this afternoon. p	37	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1348	neonatology attending triage note	37	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1349	skills. p	37	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1350	access lines	37	15	21	cv | id | cardiac [283,370]	access | lines | iv [23,483]
1351	morning. a	37	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1352	*gi	37	5	34	gi | gu | endo [383,721]	gi | gi/gu | gu/gi [173,259]
1353	[** **] and involved. p	37	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1354	place. p	37	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
1355	restraints	37	19	39	neuro | n | nuero [169,844]	neuro | n | nuero [169,844]
1356	[** **] care	37	14	27	resp | respiratory care | pulm [220,891]	resp | pulm | respiratory [196,536]
1357	breathing comfortably in ra. p	37	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1358	requirement. p	37	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1359	#9g/d.o	37	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
1360	nursing	37	8	6	o | events | d [133,786]	o | events | d [123,792]
1361	a/b/d's. p	37	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1362	stable in nc. p	37	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1363	events of today	37	8	6	o | events | d [133,786]	o | events | d [123,792]
1364	9.+9. o	37	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
1365	spells so far this shift. p	37	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1366	cardio/resp	37	8	6	o | events | d [133,786]	o | events | d [123,792]
1367	phx	37	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1368	weight up 99 grams. a	37	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
1369	#9 a's & b's	37	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1370	ccu progress note	37	8	6	o | events | d [133,786]	o | events | d [123,792]
1371	flat. brings hands to face. a	36	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1372	bradys. a	36	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1373	air p	36	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1374	[**doctor last name 9**]	36	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1375	maew. a	36	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
1376	[** 9**]. p	36	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1377	[**known lastname 999**]	36	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1378	currently on exam	36	1	8	pe | abd | heent [111,880]	heent | general | gen [23,494]
1379	current settings. p	36	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1380	flat. p	36	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1381	[**name9 (ni) 99**]	36	13	13	plan | p | a [328,746]	plan | p | a [328,746]
1382	id/access	36	15	21	cv | id | cardiac [283,370]	access | lines | iv [23,483]
1383	please note	36	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1384	doing well in room air. p	36	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1385	loving parents. p	36	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1386	prenatal course significant for	36	1	44	pe | abd | heent [111,880]	pns | pre/perinatal hx | pregnancy [1,644]
1387	growth measurements	36	1	8	pe | abd | heent [111,880]	heent | general | gen [23,494]
1388	pmed hx	36	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1389	99. cv	36	2	45	#9 o | #9 | 9. o [108,709]	9. cv | #9 cv | cv o/a [3,971]
1390	#9fam	36	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1391	to assess p	36	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1392	g/u	36	5	25	gi | gu | endo [383,721]	gu | renal | g.u. [122,152]
1393	#9 skin o	36	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
1394	qsr. a	36	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
1395	[**hospital9 99**]	35	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1396	questions. updates given. p	35	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1397	nut	35	11	23	fen | #9 fen | 9. fen [79,977]	fen | #9 fen | 9. fen [77,851]
1398	stooling heme negative. p	35	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1399	developmentally appropriate. p	35	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1400	id/endo	35	5	12	gi | gu | endo [383,721]	endo | heme | labs [88,310]
1401	assess at this time. p	35	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1402	gi/endo/gu	35	5	34	gi | gu | endo [383,721]	gi | gi/gu | gu/gi [173,259]
1403	#9 [**name9 (md) **]	35	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1404	current resp support. p	35	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
1405	allg	35	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1406	#99 [**known lastname **]	35	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1407	micu nursing admission note	35	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1408	when offered. a	35	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1409	caffiene. a	35	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
1410	overnight	35	8	6	o | events | d [133,786]	o | events | d [123,792]
1411	details. p	35	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1412	9. [**name (ni) 9**]	35	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
1413	micu npn update	35	8	6	o | events | d [133,786]	o | events | d [123,792]
1414	far today. p	35	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1415	wgt	35	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1416	present. p	35	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1417	fe. a	35	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1418	feedings. a	34	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1419	applied. p	34	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1420	#99 skin	34	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
1421	9.id	34	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1422	jaundice. p	34	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1423	current feeding plan. p	34	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1424	plan/dispo	34	13	13	plan | p | a [328,746]	plan | p | a [328,746]
1425	#9 potential sepsis	34	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1426	respiratory distress	34	2	26	#9 o | #9 | 9. o [108,709]	9. resp | #9 resp | resp o/a [28,795]
1427	alt in fen p	34	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1428	d/g.o	34	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
1429	#9 o/a	34	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1430	- cv	34	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1431	csru nsg prog note	34	13	13	plan | p | a [328,746]	plan | p | a [328,746]
1432	a&bs	34	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1433	99. skin	34	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
1434	social o/a	34	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1435	cont	34	8	6	o | events | d [133,786]	o | events | d [123,792]
1436	caffeine as ordered. a	34	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
1437	#9 [**doctor last name 9**]	34	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1438	[**last name (un) 9**]	34	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1439	am. p	33	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1440	well perfused. a	33	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1441	open crib. a	33	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1442	infant tolerating feeds. p	33	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1443	previous 99hr intake	33	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1444	pacifier. mae. afsf. p	33	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1445	supps. p	33	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1446	9. p	33	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1447	#9 r/o sepsis	33	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1448	b	33	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1449	#9 parent	33	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1450	[**9-9**]	33	8	6	o | events | d [133,786]	o | events | d [123,792]
1451	antibiotics. p	33	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1452	yet this shift. a	33	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1453	no stool. a	33	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1454	mouth. a	33	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1455	resolved. a	33	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1456	#9 id o	33	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1457	aspirates. p	33	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1458	resp. support. p	33	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
1459	#9.o	33	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1460	sigevents	33	8	6	o | events | d [133,786]	o | events | d [123,792]
1461	cld	33	1	19	pe | abd | heent [111,880]	abd | ext | respr [25,458]
1462	*endo	33	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1463	ccu nursing admission note 9999-9999	33	8	6	o | events | d [133,786]	o | events | d [123,792]
1464	addenum	33	8	6	o | events | d [133,786]	o | events | d [123,792]
1465	#9 ^bili-- o	33	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
1466	concerned p	33	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
1467	addendium	33	8	6	o | events | d [133,786]	o | events | d [123,792]
1468	gi/nutrition	33	5	34	gi | gu | endo [383,721]	gi | gi/gu | gu/gi [173,259]
1469	[**9999**]	33	8	6	o | events | d [133,786]	o | events | d [123,792]
1470	dev. needs. #9 parenting	33	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1471	micu 9	33	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1472	#99sepsis	33	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1473	shift event	32	8	6	o | events | d [133,786]	o | events | d [123,792]
1474	w/ pacifier. a	32	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1475	micu npn 99am-99pm	32	8	6	o | events | d [133,786]	o | events | d [123,792]
1476	invested p	32	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1477	a+b	32	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1478	addend	32	8	6	o | events | d [133,786]	o | events | d [123,792]
1479	gi/liver	32	5	34	gi | gu | endo [383,721]	gi | gi/gu | gu/gi [173,259]
1480	eye shields in place. p	32	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1481	echo	32	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1482	[**name (ni) 9**]	32	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1483	hands to face for comfort. a	32	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1484	9. r/o sepsis	32	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1485	pe on admission	32	1	8	pe | abd | heent [111,880]	heent | general | gen [23,494]
1486	git	32	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1487	9 cv	32	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1488	cath	32	8	6	o | events | d [133,786]	o | events | d [123,792]
1489	[**hospital9 **] o/a	32	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
1490	crf	32	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1491	maew. aga. p	32	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1492	previous 99 hr intake	32	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1493	#9. social o	32	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1494	a?p	32	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1495	po feeds. p	32	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1496	wbc	32	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1497	history	32	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1498	sleeps well between cares. a	32	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1499	and invested p	32	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1500	a's&b's	32	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1501	99-99. a	32	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1502	noted thus far. p	31	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1503	verbalizing understanding. a	31	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1504	endo/labs	31	5	12	gi | gu | endo [383,721]	endo | heme | labs [88,310]
1505	parental support	31	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1506	nsg admission note	31	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1507	a.m. labs	31	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1508	so far this shift. a	31	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1509	nnp procedure note	31	1	43	pe | abd | heent [111,880]	indication | procedure | procedure note [4,518]
1510	generally	31	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
